"yine";"spanish";"source"
"Ga wa wixa yimachingi gixatka, ga wa Gitsrukaachi yimachingi gixatka. Tsru salewakchiya gyoptotyalu tokanchi gimuwleyma Giwekikaluru Kpashiriya.";"Y nos tomaron a nosotros y al Señor como su ejemplo, después de que la palabra llegará a ustedes en gran tribulación, con gozo en el Espíritu Santo;";"bible"
"Wane gixatka pejnuruneko galixachine, yimananunetkagi, Masetoni gajene ga wa Gakayi gajene.";"Para que se convirtieran en un ejemplo para todos aquellos que tienen fe en Cristo en Macedonia y Acaya.";"bible"
"Gixyegiya pogitamtka Gitsrukaachi tokanu gi wa Masetonipjeni, gi wa Gakayipjeni, seyni pnumnunanuko koxa Goyakalu galixinripirana gapokatka. Giyagni gi magata pagixanu wunkakletinri wixa.";"Porque no solo la palabra del Señor fue divulgada en Macedonia y Acaya, sino que en todo lugar está clara su fe en Dios; de modo que nosotros no tengamos que decir nada.";"bible"
"Gi rixanu wannako ginkakletlu gi pixka gapokle wixyegitgi, ga wa gi gixpoko kashrijetkota yagluchishyegiya wa Goyakalu yegi gixinripa, wa giwekachri ga wa galikakpotunanu Goyakalu wayegrene gixinripa,";"Porque ellos mismos dan la noticia de cómo nos recibieron; y cómo fueron transformados de los ídolos a la imagen de Dios, a la adoración de un Dios verdadero y viviente,";"bible"
"ga wa gkagwakyaplu Gituru tengogne giyakatyachripa, gipnachine tskala yotunomtyachritka. Walenwa Geso. Wale gishatkapwu jgekanchi ginachripyegiya.";"Esperando a su Hijo del cielo, que resucitó de los muertos, Jesús, nuestro Salvador, de la ira venidera.";"bible"
"Gi rixanu gixako gimatlu, nomolene, gi wixpoko gapokleta gixa yegi. Gi wa maleshawakni.";"Porque ustedes mismos, hermanos, son conscientes de que nuestro encuentro entre ustedes no fue en vano;";"bible"
"Seyni muchikawa wsalewnanatini Wilipoya ga wa wyenetka, wa gixa gimatyawaka. Gi wa popiklerunetkawu Goyakalu chinanu wa gixa yegi wunkakletyaplu Kiglerpotunanu Tokanchi Goyakalunu, tsru yagotluya.";"Pero después de haber sufrido mucho dolor y haber sido atacados cruelmente como lo vieron, en Filipos, con la ayuda de Dios, les dimos las buenas nuevas sin miedo, aunque todo estaba en contra de nosotros.";"bible"
"Gi rixanu wuykole gi wa pupjerni. Gi wa mpowranuchiya koxa. Gi wa yokwirkoxni.";"Porque nuestra exhortación no viene del error, ni del corazón inmundo, ni del engaño;";"bible"
"Seyni wane wixa kigle getle rixwu Goyakalu wixa yegi raponshinikanutikolni Kiglerpotunanu Tokanchi. Wane wixa ginkaklewleta. Gi wa yineru gigleretanru kamrutachine pixka wixa, seyni Goyakalu gigleretanru. Walenwa wetjegaajetjeru.";"Sino que así como las buenas nuevas nos fueron dadas por la aprobación de Dios, así también las damos; no como para agradar a los hombres, sino a Dios, por quien nuestros corazones son probados.";"bible"
"Gi rixanu gi pagogneko wtokanuya maleshawaka walixkotlewata wa gixa gimatyawaka. Gi wuyogimatlu gimkapnuglu. Goyakalu wupgujtatjerni.";"Porque es de conocimiento común entre ustedes que nunca usamos palabras falsas y suaves, y Dios es testigo de que en ningún momento estábamos secretamente deseando ganancia para nosotros mismos,";"bible"
"Gi wujgalu yine gimalwutyawu, gi wa gixyegiko, gi wa pimrinyegiko.";"O buscando la gloria de los hombres, de ustedes o de los demás, cuando podríamos haber hecho demandas como Apóstoles de Cristo.";"bible"
"Gixa yegi mayogonwu wixa. Wumkata gayapretaakaklewletmaka wa Kristo yokanatanunwu wixinri. Seyni gixa yegi mayogonwu wixa mturune girukotachro pixka tetwamonutna tmaturene.";"Pero fuimos amables entre ustedes, como una mujer que cuida a sus pequeños:";"bible"
"Giyagni gi rixanu gogaluklewlu potu wixgi, wumjika gapikletgi gi wa Kiglerpotunanu Tokanchipjeni Goyakalunu, seyni koxa wuwekinriko wapikmakgi, gi rixanu gixni wushinikanungi.";"Aun así, llenos de amoroso deseo por ustedes, nos deleitamos en darles no solo las buenas nuevas de Dios, sino incluso nuestras vidas, porque ustedes eran queridos para nosotros.";"bible"
"Gi rixanu gixa, wumolengi, gishiniklu wyaprewatinri ga wa wsalewninri. Goyechno ga wa gogi wkamrurewata, gi satuna gixa wkojwakinripa, wa wunkaklewyeginatgi Kiglerpotunanu Tokanchi Goyakalunu.";"Porque recuerden mis hermanos, de nuestros problemas y preocupaciones; cómo, trabajando noche y día, para que no fuéramos un problema para ninguno de ustedes, les dimos las buenas nuevas de Dios.";"bible"
"Gixa gimkata gipgujtaletwu ga wa Goyakalu koxa gi wixpoko getletgi gixa galixachingi. Wa kgipashiregolunwu, ga wa poyagkakachinwu, ga wa muklukanuwnakanwu wixa gixyegiya.";"Ustedes son testigos, con Dios, de cuán santa y recta y libre de todo mal fue nuestra forma de vida entre ustedes que tienen fe;";"bible"
"Wa gixa gimatyawaka, wa girchi pixka wugeneneyma waneko pixka wixgi gixa satkakgi.";"Así como también saben, como un padre con sus hijos, les enseñamos y consolamos y exhortamos a cada uno de todos,";"bible"
"Wumnanukgi ga wa wuykotgi. Ga wa gixa wupgujtayegita, Goyakalu gimuknune gixa yanretinripa. Walenwa tomgagi Wale pogirewatyawaka ga wa royaknu yegi gixinripa.";"Para que sus vidas sean agradables a Dios, quien les ha dado parte en su reino y su gloria.";"bible"
"Wale chinanu koxa wixa gi gituka poyagnutlegognenatlu Goyakalu gi rixanu wa gixa yoptotinitkalu Goyakalu tokanu wa wixa gyijnakotinriya, gi wa yine tokanu pixka gixa yoptoletlu, seyni Goyakalu tokanu pixka. Wa walenwa galikaka. Walenwa gixa galixachingi kamrurewatyachri.";"Y por esta causa todavía alabamos a Dios, que cuando la palabra llegó a tus oídos a través de nosotros, la recibieron, no como la palabra del hombre, sino, como realmente es, la palabra de Dios, que tiene vida. poder en ustedes que tienen fe.";"bible"
"Gi rixanu gixa, wumolene, Gotesreta gajene Goyakalu gapatjetanunkaka Kristo Geso gwachine yimachinetkagi. Gi rixanu wanna salewnale pixkalutu nsalewniya gixa. Wa gixa gimolene chinanu nsalewna, waneko pixka rixna wanna: wa Goteyone chinanu salewnana.";"Porque ustedes, mis hermanos, tomaron como ejemplo las iglesias de Dios que están en Judea en Cristo Jesús; porque pasaron las mismas cosas de sus compatriotas los judíos;";"bible"
"Wa wanna Goteyone Gitsrukaachi Gesoko ruylatna, ga wa tokanchi geneklewatachinni koxa ruylatna, ga wa wixa koxa kojwakna. Gi rugletanshinikanutluna Goyakalu, ga wa pejnuruneko yine kamnixna.";"Que mataron al Señor Jesús y a los profetas, y a nosotros nos expulsaron violentamente; que son desagradables para Dios y están contra todos los hombres;";"bible"
"Rumaleta ginkaklewlejixwuna payinyegiya ma mognetkakikotupna payine. Wane rixa poyagkaklegognenatluna mukochirna. Jgekanchi gapyegitna yoptukyawakpotunanuko.";"Quienes, para completar la medida de sus pecados, nos impidieron dar la palabra de salvación a los gentiles; pero la ira de Dios está por venir sobre ellos en el grado más extremo.";"bible"
"Ga wa wixa, wumolene, gixyegiya wkonika gi gowukshini wumaneya seyni gi wa wajiya, wanepnute tsru walukleyma wmuchkotnawa wetgojtapyapgi.";"Pero nosotros, mis hermanos, estando lejos de ustedes por un corto tiempo, en cuerpo pero no de corazón, tanto más procuramos con mucho deseo ver su rostro;";"bible"
"Giyagni pakatkaka waluka yayegletgi, ga wa gitni Pawlono galikaka, ga wa Satanasyo yopnugwu.";"Por lo cual, intentamos venir a ustedes, incluso yo, Pablo, una y otra vez; pero Satanás nos impidió venir.";"bible"
"Gi rixanu ¿girni wa wkagwakanrupa ga wa wumuwlepa, ga wa walixkowle sagyetapa? ¿Gi ge gixapni, Wutsrukate Geso getanu Wale gininipa?";"Porque ¿cuál es nuestra esperanza o gozo o corona de gloria? ¿No lo son ustedes, ante nuestro Señor Jesús, en su venida?";"bible"
"Gi rixanu gixni wa walixkowle ga wa wumuwle.";"Porque ustedes son nuestra gloria y nuestro gozo.";"bible"
"Giyagni gi rixanu gi wumkata gakotanshinikanretatka, kigle getle wixa gitapjemka Gatena giknooko.";"Por fin nuestro deseo de tener noticias de ustedes fue tan fuerte que, mientras nosotros estábamos esperando en Atenas,";"bible"
"Ga wa wyokanatlu wumole Timotiyo. Walenwa Goyakalu kamrurewyegitachri Kiglerpotunanu Tokanchi Kristopiranaya, muchkotanshinikanutyapgi ga wa ruykotyapgi galixleya.";"Enviamos a Timoteo, nuestro hermano y siervo de Dios en las buenas nuevas de Cristo, para darles fortaleza y consuelo en su fe;";"bible"
"Gi satuna kojwakanshinikanutko tye salewakchikakaya. Gi rixanu gixako gimata tye chinanukni wutaaka.";"Para que ningún hombre se conmueva por estos problemas; porque estas cosas son parte del propósito de Dios para nosotros.";"bible"
"Gi rixanu gixa yegi gawanatini, wunkakagnaputatkagi wa waneyapwu salewakchi, xani gwachritka pixka, wa gixa gimatanrutka.";"Y cuando estábamos con ustedes, les dijimos que tendríamos tribulaciones; y así sucedió, como ya sabes.";"bible"
"Giyagkoxni gita gi nakotanshinikanutinitkalu. Nyokanyegitatkagi numatpiranyegityaplu galixle, gikta xani wa kyantaletlewakleru yantaletatkagi, ga wa maleshawakatkani wyaprewatinri.";"Por esta razón, cuando ya no fui capaz de aguantar la incertidumbre, envié un mensaje para recibir noticias de su fe, temiendo que puedan ser probados por el Maligno y que nuestro trabajo pueda quedar en nada.";"bible"
"Ga wa xani gixyegiya runinitka ga wa wixa yegi rapokatka Timotiyo. Runkakwu galixlewleya ga wa gishiniklewleya. Wa kigle gishinikle gixgognenatwu. Ga wa gogaluklewlu gixwu getyapwu, wixako pixka gogaluklewlu wixgi.";"Pero ahora que Timoteo ha venido a nosotros de con ustedes y nos ha dado buenas noticias de su fe y amor, y que tienen recuerdos felices de nosotros, deseando vernos en gran manera, así como nosotros queremos verlos;";"bible"
"Giyagni gixa chinanu gimnanuukalunwu pejnuruko wmagatinriya ga wa pejnuruko wsalewninriya, gixa galixle chinanu.";"Por esta causa, hermanos, en todos nuestros problemas y penas, tuvimos consuelo en ustedes por su fe;";"bible"
"Gi rixanu wa xani wuweka wixa wa gixa poyentunwale gixini Gitsrukaachiya.";"Porque es vida para nosotros si mantienen su fe en el Señor sin cambio.";"bible"
"Gi rixanu ¿gi wchina poyagnutletanutkalu Goyakalu gixa chinanu, wupekotyaplu psoluko wumuwle gixaya wa wumuwyegityagi Woyakalute getanu?";"Porque cuán grande es la alabanza que le damos a Dios por ustedes, y cuán grande es la alegría con la que nos alegramos por ustedes ante nuestro Dios;";"bible"
"Goyechno ga wa gogi wagjipotgognenata wetgojityapgi, wpoyagkakyaplu gmaga galixletinri.";"Noche y día solicitando a Dios una y otra vez que podamos ver tu rostro y completar lo que les falta en la fe.";"bible"
"Waleko Goyakalu Wuru, ga wa Wutsrukate Geso kosekgapotanwu, gixa yegi wapokinripa.";"Ahora que nuestro Dios y Padre mismo y nuestro Señor Jesús guíe nuestro camino para que vayamos a ustedes;";"bible"
"Gitsrukaachi tseruwnakakanru gishiniklewle ga wa ruxolewnakakanru, gixkakluko gishiniikakpotutinripa ga wa pejnuruneko koxa gishinikinripotupa, wa wixa gishinikiniko pixkagi.";"Y el Señor les dé un aumento de amor en abundancia unos con otros y para con todos los hombres, así como nuestro amor hacia ustedes;";"bible"
"Muchkotanshinikangajityapgi kpashirine gixinri, muklukanuwnakanepgi gixinripa Goyakalu Wuru getanu, wa Wutsrukate Geso gininipa pejnuruneko kpashiriteneymananuko.";"Para que sus corazones sean fuertes y libres de todo pecado delante de nuestro Dios y Padre, a la venida de nuestro Señor Jesús con todos sus santos.";"bible"
"Giyagni wanepnute, nomolene, wagjitgi ga wa wuykotgi Gitsrukaachi Gesoya, wa wane gixa giykotikowaka wixaya gi gixpoko gimkata yanretanu wa Goyakalu gigleretyawaka, wana gixa yanretanu wa pnute gixa tseruwnaletinripa.";"Y por último, la oración que les pedimos desde nuestro corazón y en el nombre del Señor Jesús, es esta: así como han aprendido de nosotros que tipo de comportamiento agrada a Dios, como de hecho lo están haciendo ahora, entonces continuarás de esta manera, pero más y más.";"bible"
"Gi rixanu gimatlu wa yokanrukaka wa wenekyagi wa Gitsrukaachi Geso chinanu.";"Porque tienen en mente las instrucciones que les dimos a través del Señor Jesús.";"bible"
"Gi rixanu tyenwa Goyakalu gishinikanru kpashirine gixinripa, gitspalatyaplu gapoklewlu.";"Pero el propósito de Dios para ustedes es esto: que ustedes sean santos, y se guarden de la fornicación;";"bible"
"Satkakgi gixa gimata kpashi gnunrowletanu ga wa kagwakpiratikolu.";"Para que cada uno de ustedes sepa tener su propia esposa en santidad y en honor;";"bible"
"Gi wa tsru getsotanrewlu galuklewle gixanu, wa payine pixka Goyakalu mumatkane pixka.";"No en la pasión de los malos deseos, como los Gentiles, que no conocen a Dios;";"bible"
"Gi wa pnu gixachinepgi, ga wa gi wa gimkapnuginri gimole. Gi rixanu Gitsrukaachi saletlewata tyekaka pejnuruko chinanu, wa wchinagnaputyawakgi, ga wa xani gixa yegi wupgujtapotutyalu.";"Y que ninguno hombre defraude a su hermano en nada, porque el Señor es vengador en todas estas cosas, como ya les dijimos antes y testificamos.";"bible"
"Gi rixanu gi wa mpowrannuchiya tomgagi Goyakalu, seyni kpashirine gixinripa.";"Porque es el propósito de Dios que nuestro modo de vida no sea inmundo sino santo.";"bible"
"Giyagni girukokta giknoklu tye tokanchi, gi wa yineru ruknoka seyni Goyakalu ruknoka, wa Giwekikaluru Kpashiri wenekjeru.";"Quien, por lo tanto, va en contra de esta palabra, no va contra el hombre, sino contra Dios, que les da su Espíritu Santo.";"bible"
"Seyni wa gishinikmolkaklewlupirana, gi wa gmagatya nyonyegityagi. Gi rixanu gixako Goyakaluya yimaakalungi gishiniikakinripa.";"Pero sobre amar a los hermanos, no es necesario que les diga nada en esta carta: porque tienen la enseñanza de Dios de que el amor mutuo es correcto y necesario;";"bible"
"Gi rixanu wane gixna wa pejnuruneko moletkakachine psolusretako Masetoni gajene. Seyni wagjitgi wanepnute nomolene, wanepnute gixpotutanu.";"Y, verdaderamente, ustedes lo están haciendo, aman a todos los hermanos en Macedonia; pero es nuestro deseo que su amor se incremente aún más;";"bible"
"Ga wa gyagota pochke gixletinripa. Ga wa gixanuko gimuprukanu. Ga wa wtowutyawakpotukgi gixako gimyoya gkamrurewatini.";"Y que procuren estar tranquilos y ocupados en sus propios asuntos, trabajando con sus manos como les hemos encargados;";"bible"
"Kigle geta yanretikolupa maleka gajene getanu. Gi satuna gkagkwakanshinikanutanu gmagatinriya chinanu.";"Para que sean respetado por aquellos que están afuera, y no tener necesidad de nada.";"bible"
"Gi wa waluklu, wumolene, wa gixa ma mumatyanuplu wa gapnanutachinepiranaya, gma wamonuwatinitipa pimrine pixka, kagwaklena waneyna mixkane.";"Pero es nuestro deseo, hermanos, que sepan lo que pasa con los que duermen; para que no tengan necesidad de entristecerse, como otros que no tienen esperanza.";"bible"
"Gi rixanu walixiniplu wa Geso gipna ga wa yotunota, waneko pixka Goyakalu gixa gwapletanna Gesoyma wa Gesoya gapnanutachine.";"Porque si tenemos fe en que Jesús sufrió la muerte y regresó, así también los que duermen volverán a estar con él por el poder de Dios.";"bible"
"Giyagni wane wchingi Gitsrukaachi tokanuya wa giwekachinwu, gitukachinwu Gitsrukaachi gininpotunanuko, wixa gi wa muchinanu gapka gi wkosekinna gapnanutachine.";"Por lo cual os decimos esto por la palabra del Señor: que nosotros, los que aún vivimos a la venida del Señor, no iremos antes de los que duermen.";"bible"
"Gi rixanu waleko Gitsrukaachi, wa tengogne rujrukini, wa saplechi, ga wa gitowrerune gitsrukateplaji, ga wa Goyakalu kownegima, rumujrukanu. Kristoya gipnachine muchinanu yotunotanu.";"Porque el Señor mismo descenderá del cielo con una palabra de autoridad, con la voz del ángel principal, con el sonido de un cuerno; y los muertos en Cristo revivirán primero;";"bible"
"Wanepnute wixa wa giwekachinwu wa gitukachinwu, wannaymananuko gwapkalunepwu kyachgapererumko yegi. Wane tengogneya wyoptotapyaplu Gitsrukaachi.";"Entonces los que aún vivimos, seremos llevados juntamente con ellos en las nubes para ver al Señor en el aire; y así estaremos para siempre con el Señor.";"bible"
"Giyagni wumwagognenatanutkalu Gitsrukaachi. Giyagni gimnanuukakanu tye tokanchiya.";"Entonces, den consuelo unos a otros con estas palabras.";"bible"
"Seyni, nomolene, gi gmagatya wa nyonyegityagi gigognepirana ga wa gipapkopirana.";"Pero sobre los tiempos y su orden, mis hermanos, no hay necesidad de que les diga nada.";"bible"
"Gi rixanu gixako gimatpotutlu wa Gitsrukaachigognepa kachowguru goyechno gapokachri pixka rixa ginretanu.";"Porque ustedes saben que el día del Señor vendrá como ladrón en la noche.";"bible"
"Wane chinachinepni, ""Kigle gwashlutkani ga wa kiglepokolutkani,"" waneklu mkagwaakotu nikawakchi gapyegitanna, wa kamshirochinowle pixka. Ma mayixawninitipna.";"Cuando dicen: Hay paz y no peligro, vendrá sobre ellos destrucción repentina, como dolores de parto en una mujer encinta; y no podrán escapar de eso.";"bible"
"Seyni gixa, nomolene, mapshagawaka mwakanetkagi, wa walegognepatka ma kashichyanupgi kachowguru pixkalutu.";"Pero ustedes, mis hermanos, no están a oscuras, para que ese día los alcance como a un ladrón.";"bible"
"Gi rixanu pejnurunekgi gixa pokamlalu gwachinetkagi ga wa gogi gwachinetkagi. Gi wa goyechno gajenetkagi. Gi wa mapshagawakako gajenetkagi.";"Porque todos ustedes son hijos de la luz y del día; no somos de la noche ni de la oscuridad.";"bible"
"Giyagni wa xani gi wumkanu pimrine pixka, seyni wuyokanu gonuka. Kanshinikanurunepwu.";"Entonces, no descansemos como lo hacen los demás, pero seamos alertas y sobrios.";"bible"
"Gi rixanu wa gimkachine goyechno rumkanatna. Ga wa gimetachine goyechno rumetna.";"Porque los que duermen lo hacen en la noche; y los que se emborrachan, se emborrachan de noche;";"bible"
"Ga wa wixa gogi gajenwu wixinri, kanshinikanurunepwu. Wustatletanru galixlewlu ga wa gishiniklewlu. Ga wa yowumatpu wutakinwa. Walenwa gognewatikaluru kagwakikolu.";"Pero nosotros, que somos del día, seamos serios, poniéndonos la coraza de la fe y el amor, y sobre nuestras cabezas, como un casco la esperanza de la salvación.";"bible"
"Gi rixanu Goyakalu gi gitakwu wa jgekanchi chinanu, seyni wumretikolupa gognewatikaluruya Wutsrukate Geso Kristo chinanu.";"Porque el propósito de Dios para nosotros no es la ira, sino la salvación por medio de nuestro Señor Jesucristo,";"bible"
"Wale gipnana wixa chinanu, waka wuyokinipa waka wapnanutinipa, Waleyma wuwekinripa.";"Quien murió por nosotros, para que, despierto o durmiendo, tengamos parte en su vida.";"bible"
"Giyagni giykokakanu ga wa ntseruwakanshinikankakanu wa gixanatyawaka.";"Entonces, continúen consolando y edificándose unos a otros, como lo han estado haciendo.";"bible"
"Wagjitgi, wumolene, gimatyapna gixa yegi yaprewatyachine Gitsrukachiya, wa ggirukotjene Gitsrukaachiya, ga wa giykotjene.";"Pero les pedimos esto, hermanos míos: respeten y valoren a los que trabajan entre ustedes, que están sobre ustedes en el Señor para mantener el orden entre ustedes;";"bible"
"Gkagwakpirpotutanna gishiniklewleyma kamrurna chinanu. Kigle gimwashkaklepgi.";"Y tengan una alta opinión y amor a causa de su trabajo. Estén en paz entre ustedes mismos,";"bible"
"Wagjitgi, wumolene, giykotanna mmerene. Gimnanukanna mmuchkotanshinikanutkane. Gipxakanna gigrokachine. Ma pognanunepgi pejnuruneko yegi.";"Y nuestro deseo es que mantengan el control sobre aquellos cuyas vidas no están bien ordenadas, dando consuelo a los débiles de corazón, apoyando a aquellos con poca fuerza y Sean pacientes con todos.";"bible"
"Getinwa gi satuna gipekotinri gektutu wa gektutuya, seyni psolgogneko kigleru gomkagi kamruregogneyegkakanu, ga wa pejnuruneko yegi.";"Que nadie dé mal por mal; pero siempre vean lo que es bueno, el uno para el otro y para todos.";"bible"
"Psolgogneko gimuwgognenatanu.";"Tener alegría en todo momento.";"bible"
"Gi gituka gagjigognergognenatanu.";"Oren sin cesar.";"bible"
"Pejnurkakako mpoyagnutanu. Gi rixanu tyenwa Goyakalu gimushinikyagi Kristo Gesoya.";"En todo da gloria, porque este es el propósito de Dios en Cristo Jesús para ustedes.";"bible"
"Gi wa giwakanru Giwekikaluru.";"No apagues el fuego del Espíritu;";"bible"
"Gi wa geyikanru tokanchi genekikolu.";"No menosprecies las profecías;";"bible"
"Getjetanru pejnuruko. Kigleru gimretanu.";"Someterlo todo a prueba; mantener lo que es bueno;";"bible"
"Gitspalatinri pejnuruko mugletpoga.";"Absténganse de toda apariencia de maldad.";"bible"
"Waleko giglewanshinikanrewlu Goyakalute psolpotuyako kpashirine gixkakangi. Mmagatikanepgi ga wa muklukanuwnakanepgi gimretkalunepgi giwekikaluru gixanuya, ga wa ginshinikanuya, ga wa gimaneya, Wutsrukate Geso Kristo gininpotunanuko.";"Y que el Dios de la paz los santifique a todos; y que su espíritu y alma y cuerpo sean libres de todo pecado en la venida de nuestro Señor Jesucristo.";"bible"
"Poyagkakachrinwa ntomgajeru, ga wa Wale kamrutanru.";"Él que los ha llamado es fiel, es fiel y cumplirá todo esto.";"bible"
"Wumolene, gagjigogneyegitanwu.";"Hermanos, oren por nosotros.";"bible"
"Galukanna pejnuruneko moletkakachine kpashiri gamluruya.";"Dale a todos los hermanos un beso santo.";"bible"
"Nagjipotutgi Gitsrukaachiya twu kiruka getyongatanu pejnuruneko moletkakachine yegi.";"Doy órdenes en el nombre del Señor de que todos los hermanos estén presentes en la lectura de esta carta.";"bible"
"Gimutkalunepgi Wutsrukate Geso Kristo gimutlewleya.";"La gracia de nuestro Señor Jesucristo sea con ustedes. Amén.";"bible"
"Pawlo ga wa Surwano ga wa Timotiyo kirukate, Tesalonika gapatjetyachine chinanupa, Goyakalu Wurunune ga wa Wutsrukate Geso Kristonune.";"Pablo, Silvano y Timoteo, a la iglesia de los tesalonicenses en Dios nuestro Padre y en el Señor Jesucristo:";"bible"
"Gimutkalunepgi ga wa giglewanshinikankaakalunepgi Goyakalu Girchi chinanu ga wa Gitsrukaachi Geso Kristo chinanu.";"Gracia y paz ustedes de parte de Dios el Padre y del Señor Jesucristo.";"bible"
"Wumkata poyagnutlegognenatlu Goyakalu psolgogneko gixa chinanu, wumolene, rixa gimukatyawaka, gi rixanu galixle tseruwnapotunanumta. Ga wa satkakgi gixa gishiniklewle gixolewnananumta, pejnurunekgi gixkakluko gishiniikakinri.";"Es correcto que alabemos a Dios en todo momento por ustedes, hermanos, por el gran aumento de su fe y la riqueza y el amor de todos que abunda mutuamente para los demás;";"bible"
"Giyagni wixako galixkotpiranyegitgi Goyakalu gapatjetanunkakayegiya, gkashnantakgognere chinanu, ga wa galixle chinanu psoluyako gkojwawninri ga wa nsalewninri wa gakotanrukaka nsalewninri.";"Para que nosotros mismos nos gloriamos de ustedes en las iglesias de Dios por paciencia y su fe en todos los problemas y tristezas por los que está pasando;";"bible"
"Walenwa rumatikolu Goyakalu gitakyagoklewle wanepotuko rixinri. Wale koxa gimatikota Goyakalu pogirewatyawaka gimuknu gixinri. Wale chinanu nsalewna gixa.";"Que es una clara señal de la decisión que Dios en su justicia ha hecho; para darles parte en su reino, por el cual han sufrido este dolor;";"bible"
"Gi rixanu poyagkakachrini Goyakalu salewakchiya rupekotinna wa gixa saletjene.";"Porque es un acto de justicia por parte de Dios dar problemas como recompensa a aquellos que los molestan,";"bible"
"Ga wa gixa saletkalungi gapnanru rupekotingi wixayma wa rupgujewninipa Gitsrukaachi Geso, tengogne ruyakatinipa gitowrene gichkoluneyma ga wa xirnachrimeroyma koxa,";"Y ustedes que están atribulados , descanse con nosotros, cuando el Señor Jesús venga del cielo con los ángeles de su poder en llamas de fuego,";"bible"
"Wale saletyapna Goyakalu mumatkane, ga wa Kiglerpotunanu Tokanchi Wutsrukate Gesopirana mjemkane.";"Para dar castigo a los que no conocen a Dios, y a los que no obedecen el evangelio de nuestro Señor Jesucristo:";"bible"
"Wannapni saletkonna gipukchi gike rixiniko mnikawnakatuya, Gitsrukaachi yegi mwakangognenanupni, ga wa Wale muchkonu goyaknu yegi mwakangognenanupni.";"Cuya recompensa será la destrucción eterna de la presencia del Señor y de la gloria de su poder,";"bible"
"Walegognepa wa Wale gininipa kpashirine gimalwutanru ga wa pejnuruneko galixachine giglajyegitanru. Ga wa gixa koxa gimalwutanru gi rixanu gixa galixlu tokanchi wa gixa yegi wupgujtatinri.";"A su venida, cuando él tendrá gloria en sus santos, y será motivo de asombro en todos aquellos que tuvieron fe (porque nuestro testimonio entre ustedes tuvo efecto) en ese día.";"bible"
"Wale chinanukni gixa wagjigogneyeegognenata psolgogneko, wa Woyakalute tomgiyagi gimuknunepgi, ga wa poyagkakikolupa pejnuruko kigleru gishiniikaluru ga wa pejnuruko galixlewlu kamrure ruyakleya.";"Por esta razón, siempre están en nuestras oraciones, para que nuestro Dios los tenga dignos de su llamamiento y por su poder hará que todos sus buenos propósitos y la obra de fe se completen;";"bible"
"Wagjitkoxlu rumalwutikolupa Wutsrukate Geso giwaka gixyegiya, ga wa pogirewlu geneeko gixa Waleya, rixa gimutlewletyawaka Woyakalute ga wa Wutsrukate Geso Kristo.";"Para que el nombre de nuestro Señor Jesús sea glorificado a través de ustedes, y puedan gloriarse en él, por la gracia de nuestro Dios y del Señor Jesucristo.";"bible"
"Wagjitgi, wumolene, Wutsrukate Geso Kristo gininripapirana, ga wa wapatjetikolupa Waleyegipirana:";"Ahora, en cuanto a la venida del Señor Jesucristo, y nuestro encuentro con él, es nuestro deseo, hermanos míos,";"bible"
"Gi wa pshinitsonu pnu gyanshinikanutanu. Gi koxa gimyeekaako, gi wa giwekikaluruyako, gi wa tokanchiyako, gi wa kiruka yonatkaluroyako, wa wixanu pixkamka, wane gixachro wa gewipgutatkalu Gitsrukaachigogne.";"Que no cambien fácilmente de opinión ni se turben con un espíritu, ni con una palabra, ni con una carta como de nosotros, con la sugerencia de que el día del Señor ya ha llegado;";"bible"
"Gi satunna yokwitangi gike pixkalutuyako. Gi rixanu ma mapookanuwa Gesogogne, gixolune potu gitspalatinri Goyakaluyegiya, ga wa gipgujetkalurupni jeji kmukochireru, gamgikowaka gajeru. Gi rumkata gapokleta walegogne ma muknookanuwa tyekaka.";"No se dejen engañar: porque primero se apartaran de la fe, y la revelación del hombre de pecado, el hijo de la destrucción,";"bible"
"Jeji kmukochireru kamnixlu pejnuruko goyakalu chinkaluru ga wa pejnuruko yonogyegitkaluru. Wale pnute tsru rutaknamkawa. Wane rixa wa kpashiwakpotugrukoko Goyakalunu tuplata. Walenanuko rekaka gipgutatnawa Goyakalu rixinrimka.";"El cual se pone contra toda autoridad, levantándose a sí mismo sobre todo lo que es nombrado Dios o se le da culto; para que tome asiento en el Templo de Dios, presentándose como Dios.";"bible"
"¿Gi ge gishiniklu wa gixa yegi gawanatiniwa tyekaka nunkakgi?";"¿No recuerdan lo que dije cuando estaba con ustedes y les comuniqué estas cosas?";"bible"
"Ga wa xani gixa gimatlu wa gimaletachri, wa wale chinanu walegogneklupa ma mupgujewnakanuwa.";"Y ahora está claro para ustedes lo que está retrasando su revelación hasta que llegue el momento de ser visto.";"bible"
"Gi rixanu xawakni kamrurewanatatkana yokanru myijnakotkane. Giyogimatkaluru wanna kamrure. Seyni wa gimaletachri gomkagi gimaletanru, ganikaji konikoklunpotunanukopa.";"Porque el secreto del mal está ahora mismo obrando: pero hay uno que está ocultando el mal hasta que lo quiten del camino.";"bible"
"Waneklu gipgujetkalurupni kmukochireru. Gitsrukaachi Geso ginamannipgyaya ruylatinri. Rumtukpotutanru rapokle gipgujewnaleyapa.";"Y entonces vendrá la revelación de aquel malvado, a quien el Señor Jesús matará con el aliento de su boca, y dará a luz por la revelación de su venida;";"bible"
