"yine";"spanish";"source";"suspect_reason"
"Wane chinna, ""Pixni jiglokyegitna jejine msajruka gistaakotkone. Wannayma pnika.""";"Diciendo: Porque Fuiste a casa de incircuncisos, y comiste con ellos?.";"bible";"punctuation_side_mismatch"
"Giyagni yijnakpiranatluna tyekaka, ruchkekna. Rumalwutluna Goyakalu. Wane china, ""Giyagni Goyakalu geneekoxna payine renshinikanutinripna, ruwekinripna.""";"Oyendo estas cosas, no dijeron nada más, sino que glorificaban a Dios, diciendo: de manera que también a los gentiles ha dado Dios arrepentimiento, para que tengan vida eterna.";"bible";"punctuation_side_mismatch"
"Gitsrukaachitowreru gapoka. Pokamlalu yoshmakikowaka gatajitya. Petrokwanapa ruylaka. Komyeklu. Wane china, ""Giyampotu pyotunotanu."" Rujrukatsamtatka yowumatsa gimyo gajerni.";"Y se vio una gran luz resplandeciente en la habitación, y un ángel del Señor vino a Pedro y, tocándolo de lado, y saliendo de su sueño, le dijo: Levántate pronto. Y sus cadenas salieron de sus manos.";"bible";"punctuation_side_mismatch"
"Goyakalutowreru wane chinru, ""Pushrikapchijitanu. Postutanru pyoshmakjixre."" Wane rixa. Wane chinru, ""Pyoshmamkatanu. Pomkagitanno.""";"Entonces el ángel dijo: Ponte tus zapatos y prepárate para ir. Y lo hizo. Y él dijo: ponte el abrigo y ven conmigo.";"bible";"punctuation_side_mismatch"
"Rushinikpotutatka Petro. Wane china, ""Xawakni numatatkalu galikakni wa Gitsrukaachi yokanatlu gitowreru; koshpakapno Giroremyoya, ga wa pejnurukoya Goteyone kagwakanatyatkano.""";"Y cuando Pedro recobró el sentido, dijo: Ahora, de cierto, estoy seguro de que el Señor envió a su ángel y me sacó de las manos de Herodes, en contra de todas las esperanzas de los judíos.";"bible";"punctuation_side_mismatch"
"Wanna wane chinro, ""Pseprolokana."" Seyni wala tupnaje ginkakleta wane rixinri. Giyagni wanna wane china, ""Goyakalutowreru, Petro girukotachrini xani.""";"Y ellos le dijeron: Estás fuera de tu cabeza. Pero aún así ella aseguraba, que era así. Y ellos dijeron: Es su ángel.";"bible";"punctuation_side_mismatch"
"Seyni yotukamyoyegitna pochke rixinripna. Runkakna gi rixpoko koshpakletlu Gitsrukaachi yoshmakikowakaya. Wane china, ""Ginkakanna Santiyako ga wa moletkakachine tye pirana."" Rushpakamtatka. Pnuko yatka.";"Pero él les hizo señas con la mano para que guardaran silencio, y les contó cómo el Señor lo había sacado de la cárcel. Y él dijo: dales las nuevas a Jacobo y a los hermanos. Y luego se fue.";"bible";"punctuation_side_mismatch"
"Saplewatna yine, ""Goyakalu tokanuktani. Gi wa yinerunni.""";"Y el pueblo, con fuertes gritos, dijo: Es la voz de un dios, no de un hombre!";"bible";"punctuation_side_mismatch"
"Wanna yonogyegitlu Gitsrukaachi, ga wa rogajirewatna. Wane china Giwekikaluru Kpashiri, ""Gkotspalatinno Wirnawisi ga wa Sawolo kamrurchi chinanu. Wale chinanu ntomgana.""";"Ministrando al Señor, y ayunando, el Espíritu Santo dijo: Dejen que Bernabé y Saúl me sean entregados para el trabajo especial para el cual fueron marcados por mí.";"bible";"punctuation_side_mismatch"
"Gilima kagonchimka gaalixna. Gilimni wa yokaakaluru Wargeso giwaka. Raluka satookakletmaklu girukotlewatachri ma malixinitipa.";"Pero Elimas, el mago (porque ese es el sentido de su nombre), se puso contra ellos, con el propósito de apartar al gobernante de la fe.";"bible";"punctuation_side_mismatch"
"Retyongatka Tokanchi Yokanatkaluru ga wa tokanchi geneklewatachine kirukate. Rali getyongaletkoklunu yokanrewatna ginkaklewawakapji gitsrukatene wanna yegi. Wane chinjixkana, ""Jejine, wumolene, waneygi nchininipa satu tokanchi yine giykotinripa, ginkaklewatanu.""";"Y después de la lectura de la ley y de los profetas, los príncipes de la sinagoga enviaron a ellos, diciendo: Hermanos, si tienen una palabra de consuelo para la gente, hablen.";"bible";"punctuation_side_mismatch"
"Muchkowtokanuta. Wane china, ""Palnanu. Potuktunwalepyi."" Ruptekapa. Yanamtatka.";"Dijo en voz alta: Levántate. Y, saltando, se fue a caminar.";"bible";"punctuation_side_mismatch"
"Giyagni yine getinri wa Pawlo kamrutanru, saplewatna. Likayoni gajene tokanu wane chinna, ""Goyakalune, jejine pixkalune wixa yegi gijrukachine.""";"Y cuando la gente vio lo que Pablo había hecho, dijeron en voz alta, en el lenguaje de Licaonia: Los dioses han descendido a nosotros en forma de hombres.";"bible";"punctuation_side_mismatch"
"Wa pimrine Goteya giyakatyachine ginkakna moletkakachine. Wane chinna, ""Gma sajruka gistakletkonu wa Moysisi gixjixlewatyawaka, gi gimkata gognetkaakotanu.""";"Y algunos hombres descendieron de Judea, enseñando a los hermanos: y diciendo que sin circuncisión, conforme al rito de Moisés, no hay salvación.";"bible";"punctuation_side_mismatch"
"Giyagni tunwatna pimrine Gwariseyone mkoje galixachinetka. Wane chinna, ""Rumkata sajruka gistaakotkana. Rumkata kamrujixkotkana Moysisi Tokanu Yokanatkaluru.""";"Pero algunos de los fariseos, que eran de la fe, se levantaron y dijeron: Es necesario que estos tengan la circuncisión y guarden la ley de Moisés.";"bible";"punctuation_side_mismatch"
"Pagognetnakni Pawlo wane chinru Wirnawisi, ""Wsatokanutnaka wsalwayegityapna moletkakachine papokchimnunanuka wa Gitsrukaachi tokanu wunkakletanatyawaka, gi pixkaktana.""";"Y después de algunos días, Pablo le dijo a Bernabé: Volvamos y veamos a los hermanos en cada pueblo donde hemos dado la palabra de Dios, y veamos cómo están.";"bible";"punctuation_side_mismatch"
"Goyechno Pawlo getlu kayigawlu. Satu jeji Masetoni gajeru tunwastsitlu. Ragjitlu. Wane chinru, ""Pkoprutgatanu. Masetoni punanu. Pupxakapanunwu.""";"Y Pablo tuvo una visión en la noche; Un hombre de Macedonia vino a pedirle y le dijo: «Pasa a Macedonia y ayúdanos».";"bible";"punctuation_side_mismatch"
"Wala katka ga wa tomolene. Rali katkoklunutkana, tagjitwu. Wane china, ""Gitakyagokinno wa Gitsrukaachi nalixinri, gjiglokapjitanno. Wane gwanu."" Chipetpotutwu.";"Y cuando ella y su familia tuvieron el bautismo, ella nos rogó, diciendo: Si te parece que soy fiel al Señor, entra en mi casa y sé mi huésped. Y ella nos obligó a quedarnos.";"bible";"punctuation_side_mismatch"
"Tomkagimtwu Pawlo ga wa wixa. Wane china saplenanumta, ""Nyi jejine Goyakalu teno potu Gajeru wayegrenni. Wanna ginkaklewyegitgi gognewatikalurgapopirana.""";"Ella vino en pos de Pablo y de nosotros, dando voces y diciendo: Estos hombres son siervos del Dios Altísimo, que les anuncian el camino de la salvación.";"bible";"punctuation_side_mismatch"
"Gi gepikgogne wane tixjeta. Seyni gi rugleretlu Pawlo. Ruprotaka. Wane chinru kamchi, ""Geso Kristo giwaka nyokanatyayi, pushpakanutka walaya."" Wanekluyakawa rushpakamtatka.";"Y esto lo hizo en un número de días. Pero Pablo se turbó mucho y, volviéndose, le dijo al espíritu: Te ordeno en el nombre de Jesucristo que salga de ella. Y salió esa misma hora.";"bible";"punctuation_side_mismatch"
"Seyni Pawlo tsru saple rixnawa. Wane china, ""Gi wa pumtukinwa, gi rixanu pejnurunekwu gewi.""";"Pero Pablo dijo en voz alta: No te hagas daño, porque todos estamos aquí.";"bible";"punctuation_side_mismatch"
"Maleka koshpakatkana. Wane chinna, ""Tsrune, ¿klu numkata kamrureta nognetkakikolupa?""";"Y los sacaron y dijeron: Señores, ¿qué tengo que hacer para obtener la salvación?";"bible";"punctuation_side_mismatch"
"Wanna wane chinru, ""Palixanru Gitsrukaachi Geso Kristo. Waneklu pognetkaako pixa ga wa pupji gajene.""";"Y ellos dijeron: Ten fe en el Señor Jesús, y tú y tu familia tendrán salvación.";"bible";"punctuation_side_mismatch"
"Gogi chininitka girukotlewatachine yokanatna kashrewaklerune. Wane chinna, ""Pkaspukanna wa nyi jejine.""";"Pero cuando fue de día, las autoridades enviaron a la policía, diciendo: Dejen ir a estos hombres.";"bible";"punctuation_side_mismatch"
"Kyoshmaklewakleru ginkakatkalu Pawlo tye tokanchi. Wane china, ""Wa girukotlewatachine yokanrewata gkaspukikolpatka gixa. Giyagni wa xani gyanutka. Kiglenshinikanurunemnupgi.""";"Y el dueño dijo a Pablo: Las autoridades dieron orden de dejarte ir; sal ahora, y ve en paz.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo wane chinna, ""Kochipjetwuna pejnurune getanu, muklukanuwnakanwu. Jejine Romanonekwu; yoshmakikwaka yoshmakwuna. ¿Ga wa xanimkalge ruknokanwuna giyogimatkalunwu? ¡Gike wixiniko! Seyni runanna wannako. Koshpakapanwuna.""";"Pero Pablo les dijo: Nos han dado a nosotros, los romanos, azotes públicos sin juzgarnos, y nos han metido en la cárcel. ¿Nos enviarán ahora en secreto? no, en verdad, que vengan ellos mismos y nos saquen.";"bible";"punctuation_side_mismatch"
"Rekakgitna rumkata salewnaletinri Kristo. Rumkata gipnachinetskalaya yotunretinri. Wane china, ""Geso wa nunkakletyegityagi Walenwa Kristo.""";"Diciéndoles clara y abiertamente que Cristo tuvo que morir y resucitar de los muertos; y que este Jesús, a quien, les estoy predicando, es el Cristo.";"bible";"punctuation_side_mismatch"
"Pimrine galuka gimatletachine Gepikoreyone mkoje gajene ga wa Gestoyko mkoje gajene yoptopiratluna. Ga wa pimrine wane china, ""¿Klu raluka chinreta tye kyanumsakleru?"" Pimrine wane china, ""Kginkaklewaklergetkoni pnuko gixachine goyakalunepirana."" Gi rixanu Gesopirana ga wa gipnachine yotunrepirana runkakletyegitna.";"Y algunos de los partidarios de las teorías de los epicúreos y los estoicos se reunieron con él. Y algunos dijeron: ¿De qué habla este charlatan? Y otros, parece ser un predicador de dioses extranjeros: porque él estaba predicando acerca de Jesús y su resurrección.";"bible";"punctuation_side_mismatch"
"Pejnuruneko Gatena gajene ga wa pnu gajene, walepiranapje ruknokakgognetyana, wane rixinrina yijnakotinrina gerotupirana.";"(Ahora todos los atenienses y los hombres de otras tierras que vienen allí dedican todo su tiempo a hablar o escuchar algo nuevo).";"bible";"punctuation_side_mismatch"
"Giyagni wa yijnakotinrina wa gipnachine yotunrepirana, pimrine gixpiranawata. Pimrine wane china, ""Wumepe yijnakletanutnakyi tyepirana.""";"Al escuchar sobre la resurrección, algunos de ellos se burlaban, pero otros dijeron: Vamos a profundizar más en esto en otro momento.";"bible";"punctuation_side_mismatch"
"Raalixmakluna. Mupashiregnuchi chinna. Pawlo giplokamkaluta. Wane chinna, ""Gixako chinanupni gamga giwekletanuna. Powrano gita. Xaniyakawa payine yegi nyanutka.""";"Pero oponiéndose y blasfemando éstos, dijo, meneando sus vestidos, su sangre está sobre sus cabezas, limpio estoy; de ahora en adelante iré a los gentiles.";"bible";"punctuation_side_mismatch"
"Wane chinna, ""Tye gishinikanutna yine yonogyegityapluna Goyakalu, Tokanchi Yokanatkaluru ginanshichyawaka.""";"diciendo: Este hombre está enseñando al pueblo a adorar a Dios de una manera contraria a la ley.";"bible";"punctuation_side_mismatch"
"Rungagonukna. Wane china, ""Goyakalu galukiniplu nsatokyegitanutnakgi."" Gigwiso yiyatka.";"Y se fue de ellos, diciendo: Volveré a ustedes si Dios me deja; y él tomó el barco de Éfeso.";"bible";"punctuation_side_mismatch"
"Wane chinna wale, ""¿Gi ge gyoptotlu Giwekikaluru Kpashiri wa galixinitka?"" Wanna wane chinru, ""Giyaka wyijnakpiranyegitlu wa Giwekikaluru Kpashiri wane rixinri.""";"Y les dijo: ¿Obtuvieron el Espíritu Santo cuando tuvieron fe? Y ellos le dijeron: Ni siquiera hemos oído que hay del Espíritu Santo.";"bible";"punctuation_side_mismatch"
"Wane china, ""¿Giyagni klu gkatika?"" Wanna wane china, ""Gwa katlewleya.""";"Y él dijo: ¿Qué tipo de bautismo tuviste? Y ellos dijeron: El bautismo de Juan.";"bible";"punctuation_side_mismatch"
"Wane china Pawlo, ""Gwa katlewata. Genshinikanrupirana katlewatya. Gwa wane chinna yine ralixyapluna rajxigi ginachripa. Walenwa Geso Kristo.""";"Y Pablo dijo: Juan bautizó,con un bautismo de arrepentimiento, diciendo a las personas que creyesen en el que venía detrás de él, es decir, en Jesús el cristo.";"bible";"punctuation_side_mismatch"
"Wanena pimrine Goteyone kagonchine yapashawakle gwachine. Wa kamchine waneyalune chinanumka koschekmakluna Gitsrukaachi giwaka. Wane chinna, ""Wa Pawlo ginkakletanru Geso kawchinanu nyokanatgi.""";"Pero algunos de los judíos que iban de un lugar a otro expulsando a los espíritus malignos, se valieron de sí mismos para hacer uso del nombre del Señor Jesús sobre los que tenían espíritus malignos, diciendo: Te doy órdenes, por Jesús, a quien Pablo está predicando.";"bible";"punctuation_side_mismatch"
"Kamchi gigita. Wane china, ""Geso numata. Pawlo koxa numata. Ga wa gixa, ¿katgi gixa?""";"Y respondiendo el espíritu malo, les dijo: Yo tengo conocimiento de Jesús, y de Pablo, pero ¿quién eres tú?";"bible";"punctuation_side_mismatch"
"Giyagni wane rixkatka, Giwekikaluru gishinikanutlu Pawlo Masetoni ga wa Gaka yinripa. Waneya Gerosale yinripatnaka. Wane china, ""Nali wane gwaletinipa, Roma koxa numkata getleta.""";"Una vez que estas cosas terminaron, Pablo tomó la decisión guiado por el espíritu Santo de que cuando atravesara Macedonia y Acaya iría a Jerusalén, y le dijo: Después de haber estado allí, deseo ver Roma.";"bible";"punctuation_side_mismatch"
"Wa yijnakotinitkaluna tyepirana, ramewnapotutna. Saplewatna. Wane chinna, ""Tsropotni wa Tiyana, Gigwiso gajenenu.""";"Al oír esto, se enojaron mucho, gritando y diciendo: ¡Grande es Diana de Éfeso!";"bible";"punctuation_side_mismatch"
"Wa rumatinitkaluna Goteyo rixinri, pejnuruneko pasaplewatkalune. Gepi goranshinikanu saplewjetna. Wane chinna, ""Tsronwa Tiyana Gigwiso gajenenu.""";"Pero cuando vieron que él era judío, todos ellos con una sola voz siguieron clamando por cerca de dos horas, Grande es Diana de Efeso.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo yopikamta. Wale gogo rapokamta. Kanopatlu. Wane china, ""Gi wa gejnugimalewatanu. Gi rixanu ruwekinri waneyawalu.""";"Y descendió Pablo y, cayendo sobre él, lo tomó en sus brazos y le dijo: No te preocupes, porque su vida está en él.";"bible";"punctuation_side_mismatch"
"Runyegitwu. Rawlo Pawlo gishrikapchijremta rawa. Waleko gijixi rostutnawa Gakawo, ga wa gimyo. Wane china, ""Giwekikaluru Kpashiri wane china, 'Goteyone Gerosale gajene wane rixa gosturejixanruna jeji tye gishrikapchijremta waneyalutu. Payinemyo samyokanruna.' """;"Y vino a nosotros, y tomó el cinto de las ropas de Pablo, y poniéndola alrededor de sus pies y manos, dijo: El Espíritu Santo dice estas palabras: así lo harán los Judíos al hombre que es el dueño de este cinto, y lo entregarán en manos de los gentiles.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo gigita, ""¿Gi gixanatge nchiyaganata, gwamontakgajitno? Gi rixanu galpokomtachritkano gi wa gostutkalurupjepno, seyni nupninrikoxapa numkata gixkota Gerosaleya Gitsrukaachi Geso giwakaya chinanu.""";"Entonces Pablo dijo: ¿Qué están haciendo, llorando e hiriendo mi corazón? porque estoy listo, no solo para ser un prisionero, sino para ser ejecutado en Jerusalén por el nombre del Señor Jesús.";"bible";"punctuation_side_mismatch"
"Gi wumkata gishinikanutletinitkalu, pochketkawu. Wane wchina, ""Wane gixkalurupa Gitsrukaachi gishinikanru.""";"Y como no lo pudimos convencer, no volvimos a hablar, diciendo: Hágase el propósito de Dios.";"bible";"punctuation_side_mismatch"
"Saplewjetna, ""Jejine, Gisrayiline, gipxakanunwu. Tyetkanwa jeji pasretmnunanuka pejnuruneko ginkaklewyegitachri, yine gapatachri, ga wa Tokanchi Yokanatkaluru koxa, ga wa tyepji koxa. Wanepnute Kriykone yoshmaka kpashiwakapji. Tye kpashiwaka gimuteru rixkaka.""";"Gritando, hombres de Israel, vengan en nuestra ayuda: este es el hombre que está enseñando a todos los hombres contra el pueblo, la ley y este lugar; y además, ha llevado a los griegos al Templo, y a profanado este lugar santo.";"bible";"punctuation_side_mismatch"
"Ruylatanmakluna. Runkakapka solalone gitsrukate, ""Psolpokchiko Gerosale yotaljeptaajitaa gixa.""";"Y mientras intentaban matarlo, llegaron noticias al jefe de la banda de que toda Jerusalén estaba fuera de control.";"bible";"punctuation_side_mismatch"
"Gi rixanu gixolune gwagajxigitna. Saplewananumtna, ""¡Puylaganru!""";"Porque una gran multitud de personas vino tras ellos, gritando: ¡Fuera con él!";"bible";"punctuation_side_mismatch"
"Wane china Pawlo, ""Gita galikakni jeji Goteyno, Tarso gajerno, pokchi kapiranyegiru Surisyasretaya. Giyagni nagjityi puchichyapno yine nunkakinripa.""";"Pero Pablo dijo: Soy judío de Tarso en Cilicia, que no es una ciudad sin importancia: te pido que me permitas hablar a la gente.";"bible";"punctuation_side_mismatch"
"""Jejine, nomolene, tsrune, gyijnakotanunno. Nuykoyegitnawa xani gixyegiya.""";"Mis hermanos y padres, escuchen la historia de mi vida que ahora pongo delante de ustedes.";"bible";"punctuation_side_mismatch"
"""Giyagni gita gigita, '¿Katyi Pixa, Gitsrukaachi?' ""Wane chinno, 'Gitni Geso, Nasare gajeru, pixa kojwakanruno.'";"Y yo, respondiendo, dije: ¿Quién eres tú? ¿Señor? Y él me dijo: Yo soy Jesús de Nazaret, a quien tú persigues.";"bible";"punctuation_side_mismatch"
"""Wane nchina, '¿Klu nkamrutanu, Gitsrukaachi?' ""Gitsrukaachi wane chinno, 'Palnanu. Tamasko pyanu. Wane punkakiko pejnuruko putakikolupa pkamrutanrupa.'";"Y yo dije: ¿Qué tengo que hacer, Señor? Y el Señor me dijo: Levántate, y vete a Damasco; y allí se te dirá todo lo que está ordenado que hagas.";"bible";"punctuation_side_mismatch"
"""Wane chinno, 'Pyanutka. Gi rixanu Gita yokanatanyi wajra payine yegi.' """;"Y él me dijo: Ve, porque yo te enviaré lejos a los gentiles.";"bible";"punctuation_side_mismatch"
"Yijnakotluna wale tokanchi chininpotunanuko. Waneklu saplewpotutna. Wane chinna, ""Tye chiji gkoninri wane gixachri. Gi rumkata giwekleta.""";"Y ellos le escucharon en cuanto a esta palabra; Luego, a grandes voces, dijeron: ¡Fuera con este hombre de la tierra! no es correcto para él estar vivo.";"bible";"punctuation_side_mismatch"
"Nikchimtatsaya kanraakakanatluna. Pawlo wane chinru ksolaloteru wane gwanatachri, ""¿Munanshichkotlege gkochipjetyaplu satu jeji Romano muklukanuwnayegjixkotuko?""";"Y cuando le pusieron ataduras de cuero, Pablo le dijo al capitán que estaba presente: ¿Es la ley que le den golpes a un hombre que es romano y no ha sido juzgado?";"bible";"punctuation_side_mismatch"
"Giyagni ksolaloteru yijnakotinitkalu, wane ya. Runkakaplu solalone gitsrukate. Wane china, ""¿Gi pixanu? Gi rixanu Romanni tye jeji.""";"Al oír esto, el hombre fue donde el comandante y le dio cuenta de lo sucedido, diciendo: ¿Qué vas a hacer? porque este hombre es romano.";"bible";"punctuation_side_mismatch"
"Wane ya solalone gitsrukate. Wane chinru, ""Punkakanno, ¿pixni Romanyi?"" Wale wane china, ""Gigi.""";"Entonces el comandante se acercó a él y le dijo: Dame una respuesta, ¿eres romano? Y él dijo: Sí.";"bible";"punctuation_side_mismatch"
"Solalone gitsrukate gigita, ""Tsru wenru napkapyalu Romano nutakikolu."" Ga wa Pawlo wane china, ""Seyni gita wane nixa gishpakleta.""";"Y el capitán principal dijo: obtuve derechos romanos para mí a un gran precio. Y Pablo dijo: Pero los tuve por nacimiento.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo yopukgatna jemanshinikankakjetikowaka gajene. Wane china, ""Jejine, nomolene, muklukanuwnanshinikanutkatno wa nixjetyawaka xanigognenanu Goyakalu getanu.""";"Y Pablo, mirando fijamente al Sanedrín, dijo: Hermanos míos, mi vida ha sido recta delante de Dios hasta el día de hoy.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo wane china, ""Goyakalu giylakanmakyi pixa, prijeru galatatkaluru pixkalutyi. ¿Pixa tuplanatachrirayge putakyagokyegitno Tokanchi Yokanatkaluru chinyawaka, ga wa Tokanchi Yokanatkaluru mchinyawakanu puylakjixnoge?""";"Entonces Pablo le dijo: Dios te dará azotes, pared blanqueada: ¿Estás tú sentado para juzgarme de acuerdo a la ley, y quebrantando la ley me mandas golpear?";"bible";"punctuation_side_mismatch"
"Wane gwanatachine wane china, ""¿Pyangalge sasertotene gitsrukate potu Goyakalunu?""";"Y los que estaban cerca dijeron: ¿Dices estas palabras contra el sumo sacerdote de Dios?";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo wane china, ""Gi numata, nomolene, wa sasertotene gitsrukate potu rixinri. Gi rixanu yonatkalurni, Gi wa gektutu tokanchi pchinyegitanru punerune gitsrukate.""";"Y Pablo dijo: Hermano, no tenía idea de que él era el sumo sacerdote; porque se ha dicho: No digas mal sobre el príncipe de tu pueblo.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo gimatinri pimrine Sariseyone rixinri, ga wa pimrine Gwariseyone jemanshinikankakjetikowaka saplewatya, ""Jejine, nomolene, gitni Gwariseyno, ga wa Gwariseyone wgenno. Nalixkalchinanru yotunkakikolupna gipnachine, gitni wa giklukanuwnayegjixkalurno.""";"Pero viendo Pablo que la mitad de ellos eran saduceos y los otros fariseos, dijo en el Sanedrín: Hermanos, yo soy fariseo, y el hijo de los fariseos: estoy aquí para ser juzgado sobre la cuestión de la esperanza de la resurrección.";"bible";"punctuation_side_mismatch"
"Tsru saplechi rixna. Palnana yonchikgapine Gwariseyonesreta gwachine. Yawrotna. Wane chinna, ""Gi satuna gektutu wukshikyalu tye jeji. Gikta xani wa giwekikaluru giynumatinri waka Goyakalutowreru.""";"Hubo un gran clamor: y algunos de los escribas del lado de los fariseos se levantaron y tomaron parte en la discusión, diciendo: No vemos mal en este hombre: ¿y si él ha tenido una revelación de un ángel? o de un ¿espíritu? No resistas a Dios.";"bible";"punctuation_side_mismatch"
"Giyagni Pawlo tomgalu satu ksolaloteru. Wane china, ""Panikanru tye makluji solalone gitsrukate yegi. Gi rixanu waneylu papirana runkakyaplu.""";"Y Pablo mandó llamar a un capitán, y le dijo: Toma a este joven con tu jefe, porque él tiene noticias para él.";"bible";"punctuation_side_mismatch"
"Giyagni yoptotlu. Raniklu solalone gitsrukate yegi. Wane china, ""Wa gostutkaluru Pawlo tomgano. Ragjitno tye makluji nanikyegityapyi. Waneygimlu papirana runkakyapyi.""";"Entonces lo llevó ante el comandante y le dijo: Pablo, el prisionero, me ha pedido que te lleve a este joven, porque él tiene algo que decirte.";"bible";"punctuation_side_mismatch"
"Wa solalone gitsrukate kanjimtlu. Kegnete ya wannapje. Repomgalu, ""¿Klu waneyyi punkakyapno?""";"Y el jefe lo tomó de la mano y, yendo de un lado, le dijo en privado: ¿Qué es lo que tienes que decirme?";"bible";"punctuation_side_mismatch"
"Giyagni solalone gitsrukate yokanatatkalu makluji. Rujretlu, ""Gikena pma munkakinitipa wa punkakapyatkano tyepirana.""";"Entonces el comandante dejó ir al joven, diciéndole: No digas a nadie que tú me has dado noticia de estas cosas.";"bible";"punctuation_side_mismatch"
"wane china, ""Njemanyi runinipna wa pjigyegitjene."" Girorepji, tsrupji, girukotjixyatkalu.";"voy a escuchar tu causa, dijo, cuando hayan venido los que están en tu contra. Y dio órdenes para que lo guardaran en el Pretorio de Herodes.";"bible";"punctuation_side_mismatch"
"Giyagni Wilisi yijnakpiranatinitkalu kagwakjixna, gi rixanu rumatpotutlu wanna Pawlo galixlepirana. Wane china, ""Wa yopikinipa wa solalone gitsrukate Risya, numatpotutanu gixapirana.""";"Pero Félix, que tenía un conocimiento más detallado del nuevo Camino, los desistió, diciendo: Cuando Lisias, el capitán jefe, baje, le prestaré atención a sus asuntos.";"bible";"punctuation_side_mismatch"
"Poyagkaklupirana ruynumsatlu, ga wa girukotmanrewlupirana, ga wa giklukanuwnayeglupapirana. Pika Wilisi gitsrukaachi. Rugita, ""Pyanutka xani. Kagogne nchininipa nepukanyi.""";"Y mientras él hablaba sobre una vida de rectitud y el dominio propio y el juicio que estaba por venir, Félix tuvo un gran temor y dijo: Vete por ahora, y cuando llegue el momento adecuado, te enviaré por ti.";"bible";"punctuation_side_mismatch"
"Wane china, ""Giyagni wa gixa gimkatachine Susari giyopikanu. Gjigyegitanru wa waneya chininipa pagixanu mugletu wa tye jeji.""";"Entonces, él dijo: que aquellos que tienen autoridad entre ustedes vayan conmigo, y si hay algún error en el hombre, que formulen una declaración contra él.";"bible";"punctuation_side_mismatch"
"Ruykoyegitnawa Pawlo. Wane china, ""Giketsotaji wa Tokanchi Yokanatkaluruko Goteyonenu, gi wa kpashiwakapjiko, gi wa Susako mugletu nkamrutya.""";"Entonces Pablo, en su respuesta a ellos, dijo: No he hecho nada malo contra la ley de los judíos, ni contra el templo, ni contra el César.";"bible";"punctuation_side_mismatch"
"Wa Wisto galuka gimutletna Goteyone. Giyagni Pawlo rugita. Wane china, ""¿Gi ge paluka kanikleta Gerosale? Wane nutakyagokinyi tyekakapirana.""";"Pero Festo, queriendo obtener la aprobación de los judíos, dijo a Pablo: ¿Subirás a Jerusalén y serás juzgado delante de mí en relación con estas cosas?";"bible";"punctuation_side_mismatch"
"Giyagni Wisto giynumsatna jemanshinikankakjetikowaka gajene. Rali giynumsaletinitkana, wane china, ""¿Papguwyegitluge Susa? Susa yegi pyanu.""";"Entonces Festo, habiendo discutido con los judíos, respondió: Tú dijiste: que venga mi causa delante de César; a César irás.";"bible";"punctuation_side_mismatch"
"Giyagni Gakripa wane chinru Wisto, ""Gita koxa galuka yijnakletlu wale jeji."" Wale wane china, ""Yechikawa pyijnakotanru.""";"Y Agripa le dijo a Festo: Tengo el deseo de escuchar yo mismo al hombre. Mañana, dijo, puedes darle una audiencia.";"bible";"punctuation_side_mismatch"
"Giyagni Gakripa wane chinru Pawlo, ""Pumkata ginkakleyegitnawa."" Giyagni Pawlo yotukamyota. Ruykoyegitnawa,";"Y Agripa le dijo a Pablo: Puedes poner tu causa delante de nosotros. Entonces Pablo, extendiendo su mano, hizo su respuesta, diciendo:";"bible";"punctuation_side_mismatch"
"Wane china giykoyegletnawa. Giyagni Wisto tsru tokanu rixnawa. Wane china, ""Seproluktayi, Pawlo. Gi gepika Tokanchi Yonatkaluru pumatinri seprolookakyi.""";"Y cuando pronunció su respuesta en estas palabras, Festo dijo en voz alta, Pablo, estás fuera de tu cabeza; tu gran aprendizaje te vuelve loco.";"bible";"punctuation_side_mismatch"
"Giyagni Gakripa wane chinru Pawlo, ""Ptsotsotaji magata pushinikanutyano Kristonu nixinripa.""";"Y Agripa le dijo a Pablo: Un poco más y tú me harás cristiano.";"bible";"punctuation_side_mismatch"
"Wane china Pawlo, ""Nagjitlu Goyakalu wa ptsotsotajiyako ga wa gixpotuyako pixa ga wa pejnuruneko nyijnakotjene wa xani, gitako pixka gixachinetkani, seyni tye gosturutsapje gi waneyapgi.""";"Y Pablo dijo: Es mi oración a Dios que, en pequeña o en gran medida, no solo tú, sino que todos los que me escuchan hoy sean como yo soy, pero menos estas cadenas.";"bible";"punctuation_side_mismatch"
"Wa ruxrikamtinitkana, wannakakluko wane chinkakna, ""Gi satuna kamruta tye jeji rupninri chinanupa, gi wa rostutikolupako.""";"Cuando se fueron, se dijeron unos a otros: Este hombre no ha hecho nada digno de muerte o prisión.";"bible";"punctuation_side_mismatch"
"Giyagni Gakripa wane chinru Wisto, ""Tye jeji gimkata kaspukletkamka ma mapguwyegitkanumkalu Susa.""";"Y Agripa dijo a Festo: Este hombre podría haber sido liberado, si no hubiera puesto su causa ante el César.";"bible";"punctuation_side_mismatch"
